company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,total_filed,wilson_lower,wilson_upper,point_rate,uncertainty_width,recommendation,Y,Y_hat,group
LOCUS ROBOTICS CORP,Other Technology,locusrobotics.com,Wilmington,MA,1887,(844) 562-8700,2015.0,10.0,"Bruce H. Welty, Dustin S. Pederson, Larry S. Griffin, Michael H. Johnson, Michael Johnson, Ralph H. Faulk, Rick H. Faulk","Christopher H. Gaffney, Christopher S. Gaffney, John G. Hayes, John H. Hayes, Mark S. Midle, Michael Johnson, Ralph H. Faulk, Rick H. Faulk, Rory S. O'Driscoll, Zach S. Barasz",452869382.0,125000000.0,Series D+,2022-11-17,8.0,0.0,100.0,136083.75333333333,"['Senior Supplier Quality Engineer', 'Manager, Sales Engineering', 'Senior Data Science Engineer']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
LOGICMONITOR INC,Computers,logicmonitor.com,SANTA BARBARA,CA,93101,(805) 617-3884,2010.0,15.0,"Kevin McGibben, Stephen Francis","Andreas von Blottnitz, Timothy Bliss",12499999.0,5000000.0,Seed,2015-11-18,8.0,0.0,100.0,162386.0,['Senior Product Manager'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
LOGIKIO INC,Other Technology,,LIBERTYVILLE,IL,60048,(847) 989-4133,2021.0,4.0,"Christopher Shutts, Godard Abel","Godard Abel, Santi Subotovsky, Scott Dorsey",28499990.0,15709994.0,Series B,2023-04-28,26.0,0.0,100.0,73965.0,['Associate DevOps Development Engineer'],26.0,0.8712669561953784,1.0,1.0,0.1287330438046215,PRIORITIZE,1,1,YOUNG
LOOKING GLASS PRODUCTIONS LLC,Other,looking-glass-productions.com,SEATTLE,WA,98103,(206) 280-4110,2012.0,13.0,"Cross Films, Inc.",,1025000.0,1025000.0,Pre-Seed,2014-01-23,22.0,0.0,100.0,85207.5,"['ETL Developer', 'Custom Software Engineering Sr Analyst', 'Senior Data Consultant', 'Data Engineer']",22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
LOOM INC,Other Technology,loom.com,SAN FRANCISCO,CA,94109,(630) 908-9911,2015.0,10.0,"Joseph Thomas, Vinay Hiremath","Andrew Reed, Ilya Fushman",181549842.0,129999920.0,Series D+,2021-05-14,16.0,0.0,100.0,155499.91999999998,"['Security Engineer', 'Software Engineer']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
LUA TECHNOLOGIES INC,Other Technology,luatechnologies.com,NEW YORK,NY,10003,(631) 509-2792,2012.0,13.0,"Jason Krigsfeld, Michael DeFranco","Brad Gillespie, David Sinclair, Jason Krigsfeld, Steven Klein, Vladimir Efros",23850080.0,3000000.0,Pre-Seed,2017-06-01,16.0,0.0,100.0,175000.0,"['Senior Data Engineer ', 'Senior Data Engineer', 'Technical Product Manager']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
LYRA HEALTH INC,Other,lyra-health.com,BURLINGAME,CA,94010,(800) 505-5972,2015.0,10.0,"David Ebersman, Elaine Yang, Hubert Lin, Lisa Caccavo","Bob Kocher, Bryan Roberts, Danielle Gray, James Slavet, Kerry Chandler, Robynne Sisco, Somesh Das, Somesh Dash",876699887.0,234999956.0,Series D+,2022-01-07,24.0,0.0,100.0,178500.0,"['Engineering Manager', 'Senior Software Engineer - Backend']",24.0,0.8620194241710247,1.0,1.0,0.1379805758289752,PRIORITIZE,1,1,ESTABLISHED
MADKUDU INC,Other Technology,madkudu.com,Sunnyvale,CA,94085,(510) 407-1260,2014.0,11.0,"Anselme Le Van, Francis Brero, Paul Cothenet","Eric Buatois, Francis Brero, Francois Dufour, Francois Meteyer",29737720.0,17885256.0,Series B,2022-09-06,6.0,0.0,100.0,130416.0,"['Business Data Scientist', 'MadKudu Inc']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
MAESTRO FOOD CO,Other Technology,maestrofood.com,CHICAGO,IL,60610,(310) 592-1777,2015.0,10.0,DAVID RABIE,BRYAN WILCOX,2500000.0,2500000.0,Pre-Seed,2015-12-09,8.0,0.0,100.0,145000.0,"['Android Engineer', 'Director of Food Procurement']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
MAPLEBEAR INC,Other Technology,maplebear.com,SAN FRANCISCO,CA,94105,(888) 246-7822,2012.0,13.0,"Apoorva Mehta, Asha Sharma, Carolyn Everson, Fidji Simo, Mark Schaaf, Morgan Fong, Nick Giovanni, Nilam Ganenthiran, Ravinder Gupta, Sagar Sanghvi","Apoorva Mehta, Barry McCarthy, Dan Sundheim, Daniel Sundheim, Fidji Simo, Frank Slootman, Jeff Jordan, Jeffrey Jordan, Lily Sarafan, Meredith Levien, Michael Moritz",2529727825.0,290000000.0,Series D+,2021-10-15,498.0,4.0,99.20318725099602,185000.0,"['Senior Software Engineer', 'Senior Machine Learning Engineer', 'Software Engineer', 'Senior Data Scientist', 'Data Scientist']",502.0,0.9796931365885624,0.9968971636160864,0.9920318725099602,0.0172040270275239,PRIORITIZE,1,1,ESTABLISHED
MATI THERAPEUTICS INC,Biotechnology,matitherapeutics.com,AUSTIN,TX,78701,(512) 720-1333,2012.0,13.0,"Cameron Lee Nelson, Cameron Nelson, Chris Lee Muller, Christopher Lee Muller, Christopher Muller, Deepank Lee Utkede, Deepank Lee Utkhede, Robert Butchofsky, Robert Lee Butchofsky II","Deepank Utkhede, Joseph Tortorice III",18684175.0,2184175.0,Seed,2025-09-12,28.0,0.0,100.0,288444.0,['Executive Medical Director'],28.0,0.8793527963418923,1.0,1.0,0.1206472036581076,PRIORITIZE,1,1,ESTABLISHED
MATONEE INC,Other Technology,matonee.com,PALO ALTO,CA,94301,(646) 850-5009,2021.0,4.0,"Avery Ching, Mohammad Shaikh",,200000181.0,200000181.0,Series D+,2022-07-15,38.0,0.0,100.0,197500.0,"['SOFTWARE ENGINEER, BLOCKCHAIN CORE', 'DATA SCIENTIST']",38.0,0.90818706741616,1.0,1.0,0.0918129325838399,PRIORITIZE,1,1,YOUNG
MAVEN CLINIC CO,Other,mavenclinic.com,NEW YORK,NY,10002,(518) 359-3164,2014.0,11.0,Katherine Ryder,"Lauren Brueggen, Rachel Winokur",18039969.0,10866988.0,Series A,2017-06-13,32.0,0.0,100.0,195000.0,"['Software Engineer III', 'Senior Software Engineer', 'Senior Engineering Manager', 'Staff Software Engineer']",32.0,0.8928172849426366,1.0,1.0,0.1071827150573634,PRIORITIZE,1,1,ESTABLISHED
MAVEN TECHNOLOGIES INC,Other Technology,maven-technologies.com,SAN FRANCISCO,CA,94114,(503) 475-1771,2015.0,10.0,"Amal Aziz, Amal Dar Aziz","ADEYEMI AJAO, Adeyemi Dar Ajao",6998000.0,5248000.0,Series A,2018-06-29,68.0,0.0,100.0,83886.0,"['Programmer Analyst', '-\tProgrammer Analyst', 'Database Administrator', 'Software Developer ', 'Software Application Developer']",68.0,0.9465268034119508,1.0,1.0,0.0534731965880491,PRIORITIZE,1,1,ESTABLISHED
MIMOSA NETWORKS INC,Other Technology,mimosanetworks.com,CAMPBELL,CA,95008,(650) 298-8255,2012.0,13.0,"Brian Hinman, Jamie Fink, Tabetha Hinman","Bandel Carano, Gregory Papadopoulos",20000018.0,20000018.0,Series B,2014-04-25,16.0,0.0,100.0,90000.0,"['Engineer, SQA']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
MIROCULUS INC,Biotechnology,miroculus.com,SAN FRANCISCO,CA,94107,(415) 770-8089,2014.0,11.0,Alejandro Tocigl,"Ferran Galindo, Foteini Christodoulou, Hector Sepulveda, Mark Lewis, Pablo Patricio Zapata Aramburuzabala",49926953.0,20216637.0,Series B,2021-02-11,4.0,0.0,100.0,105000.0,['Scientist'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
MOBIQUITY INC,Telecommunications,mobiquity.ai,WELLESLEY,MA,2481,(617) 912-0960,2010.0,15.0,"John Castleman, Richard D. Dionne, Robert S. Lubash, Scott A. Scott, Scott A. Snyder, Thomas S. Sheehan, William A. Seibel","Mark S. Shirman, Michael S. DiPiano, Michael S. Donahue, Paul D. Margolis, Robert D. Davoli, Thomas D. Sheehan",46311721.0,19144402.0,Series B,2016-09-26,32.0,0.0,100.0,107411.0,"['Technical Manager', 'Senior Engineer']",32.0,0.8928172849426366,1.0,1.0,0.1071827150573634,PRIORITIZE,1,1,ESTABLISHED
MODERN MEADOW INC,Other Technology,modern-meadow.com,BROOKLYN,NY,11220,(573) 738-0800,2011.0,14.0,"Andras Forgacs, Gabor Forgacs","Bart Swanson, David Shaw",53640558.0,39999936.0,Series B,2016-04-20,6.0,0.0,100.0,81581.0,"['Research Associate ', 'Research Associate']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
MODO LABS INC,Telecommunications,modo-labs.com,CAMBRIDGE,MA,2140,(866) 391-6636,2010.0,15.0,"Andrew J. Yu, Andrew Yu, Eric J. Kim, Eric Kim, Marshall J. Vale, Robert J. Mallon, Stewart Elliot, Stewart Katherine Elliot","Andrew Kaplan, Melvin J. Richmond, Jr., Richard J. Lawless, Richard Lawless, Sung Woo J. Kim, Tae Hea J. Nahm, Tae Hea Nahm",16452200.0,4999999.0,Seed,2020-02-03,4.0,0.0,100.0,137500.0,"['Technical Success Manager', 'Senior Product Designer']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
MOLOCO INC,Other Technology,moloco.com,Redwood City,CA,94063,(650) 680-5288,2013.0,12.0,Ikkjin Ahn,"Hongsung Chang, Jaebum Lee, JeongHo Chang, Jeongho Chang, Sehyuk Park",188277456.0,181708710.0,Series D+,2021-08-09,200.0,2.0,99.009900990099,146242.5,"['Staff Data Scientist', 'Data Analyst II', 'Sr. Growth Manager', 'Growth Associate', 'Machine Learning Engineer II']",202.0,0.9646240521522094,0.9972806357242938,0.99009900990099,0.0326565835720844,PRIORITIZE,1,1,ESTABLISHED
MONTROSE ENVIRONMENTAL GROUP INC,Environmental Services,,IRVINE,CA,92614,(949) 988-3500,2013.0,12.0,"Craig Thiry, Darren Schmidt, Jeremiah Yu, Nasym Afsari, Nina Prasad, Yvonne Senouci","J. Miguel Fernandez de Castro, James K. Price, Richard E. Perlman",40000254.0,40000254.0,Series B,2015-05-22,10.0,0.0,100.0,66893.0,['PROJECT ENGINEER I'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
MORE HEALTH INC,Other Technology,more-health.com,SAN MATEO,CA,94404,(415) 583-8136,2013.0,12.0,"Jiang H Lewis, William Davenport Lewis","Bo Samuel Hu, Robert Samuel Warren, Xiaodong Samuel Jiang",3331635.0,3331635.0,Seed,2015-04-30,14.0,0.0,100.0,59119.0,"['Bioinformatics Technician', 'Business Operations Specialist', 'Public Relations Specialist']",14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
MOTORQ INC,Other Technology,motorq.com,SARATOGA,CA,95070,(734) 657-4813,2015.0,10.0,"Arun Rajagopalan, Ashwin Raja, Vivek Malipatil",Venktesh Shukla,2500000.0,2500000.0,Pre-Seed,2018-05-11,8.0,0.0,100.0,167000.0,"['Technical Program Manager', 'Software Development Engineer']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
MOXTRA INC,Other Technology,moxtra.com,CUPERTINO,CA,95014,(408) 498-9217,2012.0,13.0,Subrah Iyar,,11000000.0,11000000.0,Series A,2015-01-14,4.0,0.0,100.0,200000.0,['User Interface Designer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
MPARTICLE INC,Other Technology,mparticle.com,NEW YORK,NY,10010,(425) 979-0256,2012.0,13.0,"Andrew Katz, Bonney Pelley, Dave Meyers, Dave Myers, David Morgan, Michael Katz, Thomas Oh","Andrew Artz, Daniel Brenhouse, Eric Kelleher, Reshma Saujani, Scott Friend, Ted Maidenberg",121237984.0,6399999.0,Series A,2022-07-28,16.0,0.0,100.0,190000.0,"['Information Systems Manager, Machine Learning']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
MULLEN TECHNOLOGIES INC,Other Technology,mullen-technologies.com,Brea,CA,92821,(714) 613-1900,2014.0,11.0,"David Michery, Frank McMahon, Jennifer Kokos, Jerry Alban, Kent Puckett, Kevin Konecky, Mary Winter, Michael Moore, Paul Richie, Richard Curtis, Sherman Adams","Alicia Winter, Kent Puckett, Mark Betor, Shawn Hughes",200000000.0,50000000.0,Pre-Seed,2021-01-07,16.0,0.0,100.0,160343.0,"['Financial Reporting Director', 'Packaging Engineer - DMU']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
MURSION INC,Other,mursion.com,SAN FRANCISCO,CA,94115,(415) 310-2974,2014.0,11.0,"ARJUN NAGENDRAN, CHRIS LAIDLEY, DOVID GUREVICH, MARK ATKINSON","ARJUN NAGENDRAN, EZRA FIELD, JASON PALMER, JOANNA REES, JOSEPH HIGH, JULIE MIKUTA, SUSAN CATES",39049867.0,7500000.0,Series A,2022-10-05,8.0,0.0,100.0,125000.0,['Business Development Director'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
NANOCELLECT BIOMEDICAL INC,Biotechnology,,SAN DIEGO,CA,92121,(858) 614-6409,2011.0,14.0,"Chris Neary, Jeremy Baker, Jos? Morachis, Jose Morachis, Nate Heintzman, William Alaynick","Alexis Ji, Jack Ball, Kenneth Hood, Nicolas Barthelemy, Paul Conley",72754240.0,38504239.0,Series B,2023-06-16,4.0,0.0,100.0,115000.0,['Biomedical Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
NARVAR INC,Other,narvar.com,Foster City,CA,94404,(415) 845-9645,2012.0,13.0,Amit Sharma,"Alex Bard, Brian O'Malley, Roger Lee",32754990.0,22754994.0,Series B,2016-06-13,36.0,2.0,94.73684210526316,130000.0,"['Senior Software Engineer', 'Software Engineer', 'Senior Software Engineer ']",38.0,0.8271423311893115,0.9854460975514632,0.9473684210526316,0.1583037663621516,PRIORITIZE,1,1,ESTABLISHED
NAUTO INC,Computers,nauto.com,PALO ALTO,CA,94301,(415) 962-4510,2015.0,10.0,"Heck Stefan, Stefan Heck",,24500000.0,9000000.0,Series A,2016-10-28,22.0,0.0,100.0,109283.0,['Data Scientist'],22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
NAV TECHNOLOGIES INC,Other Technology,navtechnologies.com,SAN MATEO,CA,84095,(818) 917-1127,2012.0,13.0,"C. Vance Hanson, D. Levi King","Andrew Vance Sheehan, Randy Vance Komisar",38849972.0,13849972.0,Series A,2017-04-19,8.0,0.0,100.0,155000.0,['Staff  Mobile Engineer'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
NAVITAS SEMICONDUCTOR INC,Other Technology,navitassemiconductor.com,EL SEGUNDO,CA,90245,(310) 317-5808,2013.0,12.0,"Daniel Kinzer, Gene Sheridan, Gregory Corona, Nicholas Fichtenbaum, Todd Glickman","Brian Long, David Moxam, Dipender Saluja",62596164.0,14999995.0,Series A,2020-01-15,16.0,0.0,100.0,120000.0,['Sr. Marketing Communication Manager'],16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
NEWSELA INC,Other Technology,newsela.com,NEW YORK,NY,10001,(917) 576-0932,2014.0,11.0,"Dan Cogan-Drew, Daniel Winston, Jennifer Coogan, Matthew Gross","Brook Byers, Tory Patterson",21456175.0,15500001.0,Series A,2015-05-27,4.0,0.0,100.0,157061.0,['Senior Site Reliability Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
NEWSTORE INC,Other,newstore.com,BOSTON,MA,2111,(857) 285-8470,2012.0,13.0,"Felix Schulte, Joel Abdinoor, Joel Jester Abdinoor, Stephan Schambach","Carol Meyrowitz, Jeff Barnett, Larry Bohn, Scott Galloway, Sharen Jester Turney, Steven Sarracino",163395391.0,61701368.0,Series C,2021-06-22,12.0,0.0,100.0,120000.0,['Solution Engineer Frontend/Backend - Field Services'],12.0,0.7574992425007574,1.0,1.0,0.2425007574992426,PRIORITIZE,1,1,ESTABLISHED
NEXA AI INC,Computers,nexa-ai.com,SUNNYVALE,CA,94086,(650) 283-5669,2023.0,2.0,"Wei Chen, Zhiyuan Li",,15000000.0,15000000.0,Series A,2024-07-24,6.0,0.0,100.0,120640.0,['software engineer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,YOUNG
NIANTIC INC,Other Technology,niantic.com,SAN FRANCISCO,CA,94111,(650) 539-4653,2015.0,10.0,"Courtney Greene Power, John Hanke, Megan Quinn","Gilman Louie, Kenji Okubo, Megan Quinn",783434821.0,299999896.0,Series D+,2021-11-22,174.0,2.0,98.86363636363636,187300.0,"['Software Engineer', 'Senior Software Engineer', 'Technical Artist', 'Sr. Software Development Engineer in Test']",176.0,0.9595189905082896,0.996878194570135,0.9886363636363636,0.0373592040618455,PRIORITIZE,1,1,ESTABLISHED
NIFT NETWORKS INC,Other Technology,niftnetworks.com,BOSTON,MA,2215,(617) 520-4303,2013.0,12.0,Elery Pfeffer,"Santo Politi, Seth Levine",16391660.0,16391660.0,Series B,2018-02-16,4.0,0.0,100.0,55000.0,['Sales Researcher'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
NIRON MAGNETICS INC,Other Technology,nironmagnetics.com,EAST PALO ALTO,CA,94303,(650) 845-2020,2013.0,12.0,Francis Thibodeau,"Amit Shah, David Seldin, Jianping Wang",12000000.0,5000000.0,Series A,2016-12-14,4.0,0.0,100.0,480000.0,['VP of Global Operations'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
NOTARIZE INC,Other Technology,notarize.com,BOSTON,MA,2116,(339) 356-0419,2015.0,10.0,"Adam Pase, Elizabeth Graham, Lawrence D'Angelo, Patrick Kinsel","Adam Pase, Dave Barrett, David Barrett, John Klinck, Larry D'Angelo, Lawrence D'Angelo, Neil Underwood, Paul Hurst, Roger Ferguson",256368082.0,30900000.0,Series B,2023-09-27,4.0,0.0,100.0,350000.0,"['SVP, Operations ']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
NUMAT TECHNOLOGIES INC,Other Technology,,SKOKIE,IL,60077,(847) 929-4186,2012.0,13.0,"Benjamin Hernandez, Omar Farha","Bill Kroll, Jeff Klunzinger, Luka Erceg, T. Jay Collins, William Kroll, William Noglows",28313459.0,12421311.0,Series A,2018-03-26,10.0,0.0,100.0,75920.0,"['Process Engineer', 'Director of Quality']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
NUTANIX INC,Other Technology,nutanix.com,SAN JOSE,CA,95110,(408) 216-8360,2009.0,16.0,"David Nair Sangster, Dheeraj Pandey, Duston M. Williams, Duston Williams, Howard Nair Ting, Rajiv Nair Mirani, Sunil Nair Potti","Bipul P. Sinha, Bipul Sinha, Jeff Parks, Jeffrey T. Parks, John J. McAdam, Mark Leslie, Michael P. Scarpelli, Michael Scarpelli, Ravi J. Mhatre, Ravi Mhatre, Steven J. Gomo",172568706.0,21062643.0,Series B,2016-09-06,1118.0,20.0,98.24253075571178,172674.0,"['Senior Manager, Engineering', 'Senior Manager, Technical Programs', 'Staff Engineer', 'Marketing Strategy & Analytics Manager', 'Senior Marketing Data Analyst', 'Member of Technical Staff', 'Systems Reliability Engineer', 'Staff Engineer', 'Sr. Systems Reliability Engineer', 'Senior Member of Technical Staff']",1138.0,0.9730097252636482,0.988594756478828,0.9824253075571178,0.0155850312151799,PRIORITIZE,1,1,ESTABLISHED
NYLAS INC,Other Technology,nylas.com,SAN FRANCISCO,CA,94102,(415) 578-1299,2013.0,12.0,"Anne Christine Spang, Gleb Christine Polyakov, Gleb Polyakov","Alex Christine Moore, Andrew Christine Parker, Anne Christine Spang, Joe Lonsdale, John Christine Curtius, Kevin Christine Kimsa",135573411.0,115498409.0,Series D+,2021-06-03,10.0,0.0,100.0,182500.0,"['Sr. Account Executive, Enterprise', 'Director, Product Management ']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
O9 SOLUTIONS INC,Other Technology,o9solutions.com,DALLAS,TX,75234,(214) 838-3125,2009.0,16.0,"Chakradhar Gottemukkala, Igor Rikalo","Gary Reiner, Jake Heller, Sanjiv Sidhu, Tanzeen Syed",387000000.0,116000000.0,Series D+,2023-07-18,320.0,4.0,98.76543209876544,118880.0,"['PRODUCT MANAGER II', 'Business Operations Specialist', 'LEAD TECHNICAL CONSULTANT', 'MANAGER, PRODUCT MANAGEMENT', 'Business Operations Specialist, Senior']",324.0,0.9686912223139172,0.9951888954014672,0.9876543209876544,0.0264976730875501,PRIORITIZE,1,1,ESTABLISHED
OBSIDIAN THERAPEUTICS INC,Biotechnology,obsidiantherapeutics.com,CAMBRIDGE,MA,2138,(339) 364-6721,2015.0,10.0,"David Neafus, Michael Gilman, Peter Barrett","Carolyn Ng, Jason Gardner, Karen Hong",49936323.0,49936323.0,Series B,2017-11-29,8.0,0.0,100.0,88154.9,"['Senior Research Associate', 'Senior Research Associate, Cell Therapy']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
OCTAGOS HEALTH INC,Other Health Care,octagoshealth.com,HOUSTON,TX,77070,(281) 769-8733,2022.0,3.0,"Eric Olsen, Harpreet Marwaha, Shanti Bansal","Melissa Daniels, Raju Mantena, Will Hsu",37949100.0,28812985.0,Series B,2024-07-03,26.0,0.0,100.0,167648.0,['Director of Finance'],26.0,0.8712669561953784,1.0,1.0,0.1287330438046215,PRIORITIZE,1,1,YOUNG
OCTAVO SYSTEMS LLC,Computers,octavo-systems.com,SUGAR LAND,TX,77479,(512) 861-3400,2015.0,10.0,"Erik Harley Welch, Erik Harley Welsh, John Harley Walsh, W.A. Fitzhugh Lee, William B. Heye","Charles Fitzhugh Sartain, Charles Harley Sartain, John Harley Treichler, Michel Harley Hauser, Paula Harley Schmitz, William Harley Sick",22000000.0,2500000.0,Pre-Seed,2024-02-27,8.0,0.0,100.0,105000.0,['Senior Development Engineer'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
ODK MEDIA INC,Other Technology,odkmedia.com,BUENA PARK,CA,90621,(714) 615-0227,2011.0,14.0,Young Joon Cha,"Phil Joon Yoon, Phil Yoon",3562742.0,1499999.0,Pre-Seed,2015-08-25,12.0,2.0,85.71428571428571,63009.6,"['Senior Marketing Specialist', 'Junior Visual Designer']",14.0,0.600580922361363,0.9599069262620789,0.8571428571428571,0.3593260039007158,CONSIDER,1,0,ESTABLISHED
OFFERUP INC,Other Technology,offerup.com,BELLEVUE,WA,98004,(844) 633-3787,2013.0,12.0,"Ameesh Paleja, Arean Van Veelen, Ian Fliflet, Michael Eggers, Nathan Garnett, Nick Huzar, William Carr","Ariel Lebowits, Darrell Cavens, Jeff Jordan, Josh Breinlinger, Justin Sadrian, Lydia Paterson, Michael Zeisser, Serena Glover",733417472.0,453350288.0,Series D+,2020-07-01,18.0,0.0,100.0,195360.0,[' Senior Software Development Engineer'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
OMADA HEALTH INC,Other Health Care,omadahealth.com,SAN FRANCISCO,CA,94111,(888) 987-8337,2011.0,14.0,"Adrian James, Andrew DiMichelle, Sean Duffy","Balaji Srinivasan, Casper De Clercq, Jonathan Root, Tony Chou",71666531.0,48666531.0,Series C,2015-07-10,20.0,0.0,100.0,185000.0,"['Senior Android Software Engineer', 'Senior Data Analyst']",20.0,0.8388698745050667,1.0,1.0,0.1611301254949333,PRIORITIZE,1,1,ESTABLISHED
ONE CONCERN INC,Other Technology,oneconcern.com,PALO ALTO,CA,94301,(650) 272-9317,2015.0,10.0,"Ahmad Wani, Nicole Hu","Judith Rodin, Scott Sandell",75384251.0,42090879.0,Series B,2018-12-07,10.0,0.0,100.0,151154.0,['Staff Solutions Data Scientist'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
ONESOURCE VIRTUAL INC,Other Technology,onesourcevirtual.com,IRVING,TX,75038,(972) 916-9847,2015.0,10.0,"Brian David Williams, Carl Britton Wirt, John Wesley Bryan, Mark Leon Turner, Melinda Leon Lawrence","Bruce Leon Eatroff, Jake Leon Reynolds, John Leon Drew, Nari Leon Ansari",149999994.0,149999994.0,Series D+,2015-06-04,42.0,0.0,100.0,128914.5,"['Services Enablement Sr. Consultant', 'Sr. Quality Assurance Analyst', 'Business Title Services Enablement Team Lead', 'Services Enablement Team Lead']",42.0,0.9161983874908382,1.0,1.0,0.0838016125091618,PRIORITIZE,1,1,ESTABLISHED
OPENGOV INC,Other Technology,opengov.com,MOUNTAIN VIEW,CA,94043,(650) 843-5591,2011.0,14.0,"Ainslie Mayberry, Joseph Lonsdale, Mike Rosengarten, Zachary Bookman",Balaji Srinivasan,19122362.0,19122362.0,Series B,2014-05-13,62.0,0.0,100.0,108305.5,"['Senior Site Reliability Engineer', 'Associate Data Solutions Engineer']",62.0,0.9416539087749995,1.0,1.0,0.0583460912250004,PRIORITIZE,1,1,ESTABLISHED
ORBY AI INC,Other Technology,orby-ai.com,MOUNTAIN VIEW,CA,94040,(650) 318-1389,2022.0,3.0,"Dongxu Lu, Na Liu",,4500000.0,4500000.0,Seed,2022-07-20,18.0,0.0,100.0,200000.0,['Senior Software Engineer'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,YOUNG
OVERHAUL GROUP INC,Other Technology,overhaulgroup.com,AUSTIN,TX,78759,(214) 449-8391,2015.0,10.0,"Amy Campbell, Andy Fletcher, Barry Conlon, Dave Broe, David Broe, David Doherty, Karin Stevens, Ronald Greene, Shaughn Simmons, Sherri Moyen","Anne Milgram, Annemarie Brennan, Annmarie Brennan, Christopher Dederick, Dave Broe, Dermot Lanigan, Eugene Lowenthal, Holger Staude, Jared Doskow, Jim Preuninger, John Prosser, Robert Clarke, Ryan Ziegler",275472361.0,105100000.0,Series D+,2025-08-18,4.0,0.0,100.0,58157.0,['PEOPLE & CULTURE MANAGER'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
